Gemeente;NIS-code;Indicator;Jaar;Type;Mediaanprijs (in euro)
Willebroek;12040;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;205000,0
Willebroek;12040;Mediaanprijs huizen;2018;Open bebouwing;346000,0
Willebroek;12040;Mediaanprijs huizen;2019;Alle huizen;235000,0
Willebroek;12040;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;226500,0
Willebroek;12040;Mediaanprijs huizen;2019;Open bebouwing;381250,0
Willebroek;12040;Mediaanprijs huizen;2020;Alle huizen;245000,0
Willebroek;12040;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;237000,0
Willebroek;12040;Mediaanprijs huizen;2020;Open bebouwing;400000,0
Willebroek;12040;Mediaanprijs huizen;2021;Alle huizen;280000,0
Willebroek;12040;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;264000,0
Willebroek;12040;Mediaanprijs huizen;2021;Open bebouwing;425000,0
Willebroek;12040;Mediaanprijs huizen;2022;Alle huizen;290000,0
Willebroek;12040;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;280000,0
Willebroek;12040;Mediaanprijs huizen;2022;Open bebouwing;433500,0
Willebroek;12040;Mediaanprijs huizen;2023;Alle huizen;300000,0
Willebroek;12040;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;288250,0
Willebroek;12040;Mediaanprijs huizen;2023;Open bebouwing;422500,0
Willebroek;12040;Mediaanprijs huizen;2024;Alle huizen;305000,0
Willebroek;12040;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;285000,0
Willebroek;12040;Mediaanprijs huizen;2024;Open bebouwing;472500,0
Willebroek;12040;Mediaanprijs huizen;2025;Alle huizen;325000,0
Willebroek;12040;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;305000,0
Willebroek;12040;Mediaanprijs huizen;2025;Open bebouwing;539000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2010;Alle huizen;185000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;175000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2010;Open bebouwing;278750,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2011;Alle huizen;210000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;200000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2011;Open bebouwing;277500,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2012;Alle huizen;225000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;202360,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2012;Open bebouwing;300000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2013;Alle huizen;233000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;215000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2013;Open bebouwing;325000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2014;Alle huizen;219000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;205500,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2014;Open bebouwing;340000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2015;Alle huizen;248000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;239000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2015;Open bebouwing;332500,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2016;Alle huizen;249000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;240000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2016;Open bebouwing;337751,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2017;Alle huizen;260000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;235000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2017;Open bebouwing;368000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2018;Alle huizen;278000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;250000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2018;Open bebouwing;365000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2019;Alle huizen;265550,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;255000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2019;Open bebouwing;397500,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2020;Alle huizen;281000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;270000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2020;Open bebouwing;330000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2021;Alle huizen;320000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;295000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2021;Open bebouwing;450000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2022;Alle huizen;333000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;300000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2022;Open bebouwing;415000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2023;Alle huizen;350000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;330000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2023;Open bebouwing;528750,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2024;Alle huizen;361000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;329000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2024;Open bebouwing;475000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2025;Alle huizen;380000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;358000,0
Puurs-Sint-Amands;12041;Mediaanprijs huizen;2025;Open bebouwing;472500,0
Arendonk;13001;Mediaanprijs huizen;2010;Alle huizen;205000,0
Arendonk;13001;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;195000,0
Arendonk;13001;Mediaanprijs huizen;2010;Open bebouwing;250000,0
Arendonk;13001;Mediaanprijs huizen;2011;Alle huizen;209000,0
Arendonk;13001;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;200000,0
Arendonk;13001;Mediaanprijs huizen;2011;Open bebouwing;240000,0
Arendonk;13001;Mediaanprijs huizen;2012;Alle huizen;200000,0
Arendonk;13001;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;190000,0
Arendonk;13001;Mediaanprijs huizen;2012;Open bebouwing;230000,0
Arendonk;13001;Mediaanprijs huizen;2013;Alle huizen;205000,0
Arendonk;13001;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;185500,0
Arendonk;13001;Mediaanprijs huizen;2013;Open bebouwing;245000,0
Arendonk;13001;Mediaanprijs huizen;2014;Alle huizen;215000,0
Arendonk;13001;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;197500,0
Arendonk;13001;Mediaanprijs huizen;2014;Open bebouwing;255000,0
Arendonk;13001;Mediaanprijs huizen;2015;Alle huizen;215000,0
Arendonk;13001;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;197780,0
Arendonk;13001;Mediaanprijs huizen;2015;Open bebouwing;240000,0
Arendonk;13001;Mediaanprijs huizen;2016;Alle huizen;225000,0
Arendonk;13001;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;204500,0
Arendonk;13001;Mediaanprijs huizen;2016;Open bebouwing;247000,0
Arendonk;13001;Mediaanprijs huizen;2017;Alle huizen;247000,0
Arendonk;13001;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;210000,0
Arendonk;13001;Mediaanprijs huizen;2017;Open bebouwing;295000,0
Arendonk;13001;Mediaanprijs huizen;2018;Alle huizen;245000,0
Arendonk;13001;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;235000,0
Arendonk;13001;Mediaanprijs huizen;2018;Open bebouwing;282500,0
Arendonk;13001;Mediaanprijs huizen;2019;Alle huizen;255000,0
Arendonk;13001;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;219000,0
Arendonk;13001;Mediaanprijs huizen;2019;Open bebouwing;342500,0
Arendonk;13001;Mediaanprijs huizen;2020;Alle huizen;276000,0
Arendonk;13001;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;247000,0
Arendonk;13001;Mediaanprijs huizen;2020;Open bebouwing;352500,0
Arendonk;13001;Mediaanprijs huizen;2021;Alle huizen;282500,0
Arendonk;13001;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;264500,0
Arendonk;13001;Mediaanprijs huizen;2021;Open bebouwing;329500,0
Arendonk;13001;Mediaanprijs huizen;2022;Alle huizen;290000,0
Arendonk;13001;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;255000,0
Arendonk;13001;Mediaanprijs huizen;2022;Open bebouwing;385000,0
Arendonk;13001;Mediaanprijs huizen;2023;Alle huizen;315000,0
Arendonk;13001;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;283750,0
Arendonk;13001;Mediaanprijs huizen;2023;Open bebouwing;346000,0
Arendonk;13001;Mediaanprijs huizen;2024;Alle huizen;340000,0
Arendonk;13001;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;316000,0
Arendonk;13001;Mediaanprijs huizen;2024;Open bebouwing;390000,0
Arendonk;13001;Mediaanprijs huizen;2025;Alle huizen;335500,0
Arendonk;13001;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;306300,0
Arendonk;13001;Mediaanprijs huizen;2025;Open bebouwing;420000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2010;Alle huizen;225000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2010;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2011;Alle huizen;
Baarle-Hertog;13002;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2011;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2012;Alle huizen;
Baarle-Hertog;13002;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2012;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2013;Alle huizen;
Baarle-Hertog;13002;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2013;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2014;Alle huizen;267500,0
Baarle-Hertog;13002;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2014;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2015;Alle huizen;
Baarle-Hertog;13002;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2015;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2016;Alle huizen;
Baarle-Hertog;13002;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2016;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2017;Alle huizen;252500,0
Baarle-Hertog;13002;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2017;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2018;Alle huizen;268000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2018;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2019;Alle huizen;287000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;265000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2019;Open bebouwing;340000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2020;Alle huizen;300000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2020;Open bebouwing;375000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2021;Alle huizen;289000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2021;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2022;Alle huizen;370000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2022;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2023;Alle huizen;371000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2023;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2024;Alle huizen;410000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2024;Open bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2025;Alle huizen;399000,0
Baarle-Hertog;13002;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;
Baarle-Hertog;13002;Mediaanprijs huizen;2025;Open bebouwing;
Balen;13003;Mediaanprijs huizen;2010;Alle huizen;180000,0
Balen;13003;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;168750,0
Balen;13003;Mediaanprijs huizen;2010;Open bebouwing;190000,0
Balen;13003;Mediaanprijs huizen;2011;Alle huizen;190000,0
Balen;13003;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;165000,0
Balen;13003;Mediaanprijs huizen;2011;Open bebouwing;205000,0
Balen;13003;Mediaanprijs huizen;2012;Alle huizen;200000,0
Balen;13003;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;170000,0
Balen;13003;Mediaanprijs huizen;2012;Open bebouwing;210000,0
Balen;13003;Mediaanprijs huizen;2013;Alle huizen;190000,0
Balen;13003;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;165000,0
Balen;13003;Mediaanprijs huizen;2013;Open bebouwing;205000,0
Balen;13003;Mediaanprijs huizen;2014;Alle huizen;193000,0
Balen;13003;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;165000,0
Balen;13003;Mediaanprijs huizen;2014;Open bebouwing;205000,0
Balen;13003;Mediaanprijs huizen;2015;Alle huizen;176000,0
Balen;13003;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;142000,0
Balen;13003;Mediaanprijs huizen;2015;Open bebouwing;185000,0
Balen;13003;Mediaanprijs huizen;2016;Alle huizen;213500,0
Balen;13003;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;
Balen;13003;Mediaanprijs huizen;2016;Open bebouwing;239500,0
Balen;13003;Mediaanprijs huizen;2017;Alle huizen;195000,0
Balen;13003;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;175000,0
Balen;13003;Mediaanprijs huizen;2017;Open bebouwing;207000,0
Balen;13003;Mediaanprijs huizen;2018;Alle huizen;210000,0
Balen;13003;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;199000,0
Balen;13003;Mediaanprijs huizen;2018;Open bebouwing;230000,0
Balen;13003;Mediaanprijs huizen;2019;Alle huizen;230000,0
Balen;13003;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;195000,0
Balen;13003;Mediaanprijs huizen;2019;Open bebouwing;240000,0
Balen;13003;Mediaanprijs huizen;2020;Alle huizen;215000,0
Balen;13003;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;195000,0
Balen;13003;Mediaanprijs huizen;2020;Open bebouwing;252500,0
Balen;13003;Mediaanprijs huizen;2021;Alle huizen;233500,0
Balen;13003;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;230000,0
Balen;13003;Mediaanprijs huizen;2021;Open bebouwing;235000,0
Balen;13003;Mediaanprijs huizen;2022;Alle huizen;279000,0
Balen;13003;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;252000,0
Balen;13003;Mediaanprijs huizen;2022;Open bebouwing;288000,0
Balen;13003;Mediaanprijs huizen;2023;Alle huizen;280000,0
Balen;13003;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;255000,0
Balen;13003;Mediaanprijs huizen;2023;Open bebouwing;285000,0
Balen;13003;Mediaanprijs huizen;2024;Alle huizen;280000,0
Balen;13003;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;245000,0
Balen;13003;Mediaanprijs huizen;2024;Open bebouwing;300000,0
Balen;13003;Mediaanprijs huizen;2025;Alle huizen;325000,0
Balen;13003;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;295000,0
Balen;13003;Mediaanprijs huizen;2025;Open bebouwing;328000,0
Beerse;13004;Mediaanprijs huizen;2010;Alle huizen;250000,0
Beerse;13004;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;199000,0
Beerse;13004;Mediaanprijs huizen;2010;Open bebouwing;284500,0
Beerse;13004;Mediaanprijs huizen;2011;Alle huizen;251000,0
Beerse;13004;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;212500,0
Beerse;13004;Mediaanprijs huizen;2011;Open bebouwing;272500,0
Beerse;13004;Mediaanprijs huizen;2012;Alle huizen;240000,0
Beerse;13004;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;198315,0
Beerse;13004;Mediaanprijs huizen;2012;Open bebouwing;262500,0
Beerse;13004;Mediaanprijs huizen;2013;Alle huizen;250000,0
Beerse;13004;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;205000,0
Beerse;13004;Mediaanprijs huizen;2013;Open bebouwing;268500,0
Beerse;13004;Mediaanprijs huizen;2014;Alle huizen;249250,0
Beerse;13004;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;228750,0
Beerse;13004;Mediaanprijs huizen;2014;Open bebouwing;275500,0
Beerse;13004;Mediaanprijs huizen;2015;Alle huizen;265000,0
Beerse;13004;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;220000,0
Beerse;13004;Mediaanprijs huizen;2015;Open bebouwing;276250,0
Beerse;13004;Mediaanprijs huizen;2016;Alle huizen;270000,0
Beerse;13004;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;226500,0
Beerse;13004;Mediaanprijs huizen;2016;Open bebouwing;289500,0
Beerse;13004;Mediaanprijs huizen;2017;Alle huizen;292000,0
Beerse;13004;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;241500,0
Beerse;13004;Mediaanprijs huizen;2017;Open bebouwing;320000,0
Beerse;13004;Mediaanprijs huizen;2018;Alle huizen;285000,0
Beerse;13004;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;260000,0
Beerse;13004;Mediaanprijs huizen;2018;Open bebouwing;303750,0
Beerse;13004;Mediaanprijs huizen;2019;Alle huizen;280000,0
Beerse;13004;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;235000,0
Beerse;13004;Mediaanprijs huizen;2019;Open bebouwing;315000,0
Beerse;13004;Mediaanprijs huizen;2020;Alle huizen;292500,0
Beerse;13004;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;250000,0
Beerse;13004;Mediaanprijs huizen;2020;Open bebouwing;352000,0
Beerse;13004;Mediaanprijs huizen;2021;Alle huizen;342205,0
Beerse;13004;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;295000,0
Beerse;13004;Mediaanprijs huizen;2021;Open bebouwing;360000,0
Beerse;13004;Mediaanprijs huizen;2022;Alle huizen;370000,0
Beerse;13004;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;347760,0
Beerse;13004;Mediaanprijs huizen;2022;Open bebouwing;397000,0
Beerse;13004;Mediaanprijs huizen;2023;Alle huizen;395000,0
Beerse;13004;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;333500,0
Beerse;13004;Mediaanprijs huizen;2023;Open bebouwing;415250,0
Beerse;13004;Mediaanprijs huizen;2024;Alle huizen;351000,0
Beerse;13004;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;304000,0
Beerse;13004;Mediaanprijs huizen;2024;Open bebouwing;442000,0
Beerse;13004;Mediaanprijs huizen;2025;Alle huizen;380000,0
Beerse;13004;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;330500,0
Beerse;13004;Mediaanprijs huizen;2025;Open bebouwing;400000,0
Dessel;13006;Mediaanprijs huizen;2010;Alle huizen;200000,0
Dessel;13006;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;200000,0
Dessel;13006;Mediaanprijs huizen;2010;Open bebouwing;198750,0
Dessel;13006;Mediaanprijs huizen;2011;Alle huizen;200000,0
Dessel;13006;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;
Dessel;13006;Mediaanprijs huizen;2011;Open bebouwing;220000,0
Dessel;13006;Mediaanprijs huizen;2012;Alle huizen;196000,0
Dessel;13006;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;
Dessel;13006;Mediaanprijs huizen;2012;Open bebouwing;198000,0
Dessel;13006;Mediaanprijs huizen;2013;Alle huizen;230000,0
Dessel;13006;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;195000,0
Dessel;13006;Mediaanprijs huizen;2013;Open bebouwing;230500,0
Dessel;13006;Mediaanprijs huizen;2014;Alle huizen;210000,0
Dessel;13006;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;
Dessel;13006;Mediaanprijs huizen;2014;Open bebouwing;210000,0
Dessel;13006;Mediaanprijs huizen;2015;Alle huizen;200000,0
Dessel;13006;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;
Dessel;13006;Mediaanprijs huizen;2015;Open bebouwing;200000,0
Dessel;13006;Mediaanprijs huizen;2016;Alle huizen;220000,0
Dessel;13006;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;182000,0
Dessel;13006;Mediaanprijs huizen;2016;Open bebouwing;232000,0
Dessel;13006;Mediaanprijs huizen;2017;Alle huizen;235000,0
Dessel;13006;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;
Dessel;13006;Mediaanprijs huizen;2017;Open bebouwing;235600,0
Dessel;13006;Mediaanprijs huizen;2018;Alle huizen;232500,0
Dessel;13006;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;199000,0
Dessel;13006;Mediaanprijs huizen;2018;Open bebouwing;240000,0
Dessel;13006;Mediaanprijs huizen;2019;Alle huizen;230000,0
Dessel;13006;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;200000,0
Dessel;13006;Mediaanprijs huizen;2019;Open bebouwing;246500,0
Dessel;13006;Mediaanprijs huizen;2020;Alle huizen;229000,0
Dessel;13006;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;232000,0
Dessel;13006;Mediaanprijs huizen;2020;Open bebouwing;220000,0
Dessel;13006;Mediaanprijs huizen;2021;Alle huizen;265000,0
Dessel;13006;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;225000,0
Dessel;13006;Mediaanprijs huizen;2021;Open bebouwing;279500,0
Dessel;13006;Mediaanprijs huizen;2022;Alle huizen;298000,0
Dessel;13006;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;257000,0
Dessel;13006;Mediaanprijs huizen;2022;Open bebouwing;311000,0
Dessel;13006;Mediaanprijs huizen;2023;Alle huizen;310000,0
Dessel;13006;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;
Dessel;13006;Mediaanprijs huizen;2023;Open bebouwing;311250,0
Dessel;13006;Mediaanprijs huizen;2024;Alle huizen;309500,0
Dessel;13006;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;
Dessel;13006;Mediaanprijs huizen;2024;Open bebouwing;320000,0
Dessel;13006;Mediaanprijs huizen;2025;Alle huizen;335000,0
Dessel;13006;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;
Dessel;13006;Mediaanprijs huizen;2025;Open bebouwing;332000,0
Geel;13008;Mediaanprijs huizen;2010;Alle huizen;211500,0
Geel;13008;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;175000,0
Geel;13008;Mediaanprijs huizen;2010;Open bebouwing;250000,0
Geel;13008;Mediaanprijs huizen;2011;Alle huizen;229850,0
Geel;13008;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;205000,0
Geel;13008;Mediaanprijs huizen;2011;Open bebouwing;277500,0
Geel;13008;Mediaanprijs huizen;2012;Alle huizen;225000,0
Geel;13008;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;199000,0
Geel;13008;Mediaanprijs huizen;2012;Open bebouwing;260000,0
Geel;13008;Mediaanprijs huizen;2013;Alle huizen;235000,0
Geel;13008;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;202000,0
Geel;13008;Mediaanprijs huizen;2013;Open bebouwing;251200,0
Geel;13008;Mediaanprijs huizen;2014;Alle huizen;230000,0
Geel;13008;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;198500,0
Geel;13008;Mediaanprijs huizen;2014;Open bebouwing;265000,0
Geel;13008;Mediaanprijs huizen;2015;Alle huizen;238000,0
Geel;13008;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;218500,0
Geel;13008;Mediaanprijs huizen;2015;Open bebouwing;260000,0
Geel;13008;Mediaanprijs huizen;2016;Alle huizen;199000,0
Geel;13008;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;170000,0
Geel;13008;Mediaanprijs huizen;2016;Open bebouwing;
Geel;13008;Mediaanprijs huizen;2017;Alle huizen;243750,0
Geel;13008;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;217500,0
Geel;13008;Mediaanprijs huizen;2017;Open bebouwing;280000,0
Geel;13008;Mediaanprijs huizen;2018;Alle huizen;250000,0
Geel;13008;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;220000,0
Geel;13008;Mediaanprijs huizen;2018;Open bebouwing;289000,0
Geel;13008;Mediaanprijs huizen;2019;Alle huizen;255000,0
Geel;13008;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;210000,0
Geel;13008;Mediaanprijs huizen;2019;Open bebouwing;285000,0
Geel;13008;Mediaanprijs huizen;2020;Alle huizen;275000,0
Geel;13008;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;242000,0
Geel;13008;Mediaanprijs huizen;2020;Open bebouwing;305000,0
Geel;13008;Mediaanprijs huizen;2021;Alle huizen;289000,0
Geel;13008;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;257000,0
Geel;13008;Mediaanprijs huizen;2021;Open bebouwing;315000,0
Geel;13008;Mediaanprijs huizen;2022;Alle huizen;325000,0
Geel;13008;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;272500,0
Geel;13008;Mediaanprijs huizen;2022;Open bebouwing;369000,0
Geel;13008;Mediaanprijs huizen;2023;Alle huizen;340000,0
Geel;13008;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;300000,0
