Gemeente;NIS-code;Indicator;Jaar;Type;Mediaanprijs (in euro)
Lo-Reninge;32030;Mediaanprijs huizen;2016;Alle huizen;235000,0
Lo-Reninge;32030;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;215000,0
Lo-Reninge;32030;Mediaanprijs huizen;2016;Open bebouwing;
Lo-Reninge;32030;Mediaanprijs huizen;2017;Alle huizen;239900,0
Lo-Reninge;32030;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;154500,0
Lo-Reninge;32030;Mediaanprijs huizen;2017;Open bebouwing;299000,0
Lo-Reninge;32030;Mediaanprijs huizen;2018;Alle huizen;257000,0
Lo-Reninge;32030;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;
Lo-Reninge;32030;Mediaanprijs huizen;2018;Open bebouwing;
Lo-Reninge;32030;Mediaanprijs huizen;2019;Alle huizen;200000,0
Lo-Reninge;32030;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;197000,0
Lo-Reninge;32030;Mediaanprijs huizen;2019;Open bebouwing;
Lo-Reninge;32030;Mediaanprijs huizen;2020;Alle huizen;282500,0
Lo-Reninge;32030;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;192500,0
Lo-Reninge;32030;Mediaanprijs huizen;2020;Open bebouwing;
Lo-Reninge;32030;Mediaanprijs huizen;2021;Alle huizen;193500,0
Lo-Reninge;32030;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;191000,0
Lo-Reninge;32030;Mediaanprijs huizen;2021;Open bebouwing;235000,0
Lo-Reninge;32030;Mediaanprijs huizen;2022;Alle huizen;240000,0
Lo-Reninge;32030;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;210635,0
Lo-Reninge;32030;Mediaanprijs huizen;2022;Open bebouwing;
Lo-Reninge;32030;Mediaanprijs huizen;2023;Alle huizen;220000,0
Lo-Reninge;32030;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;222500,0
Lo-Reninge;32030;Mediaanprijs huizen;2023;Open bebouwing;
Lo-Reninge;32030;Mediaanprijs huizen;2024;Alle huizen;245000,0
Lo-Reninge;32030;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;198000,0
Lo-Reninge;32030;Mediaanprijs huizen;2024;Open bebouwing;
Lo-Reninge;32030;Mediaanprijs huizen;2025;Alle huizen;210000,0
Lo-Reninge;32030;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;205000,0
Lo-Reninge;32030;Mediaanprijs huizen;2025;Open bebouwing;
Ieper;33011;Mediaanprijs huizen;2010;Alle huizen;155000,0
Ieper;33011;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;138000,0
Ieper;33011;Mediaanprijs huizen;2010;Open bebouwing;250000,0
Ieper;33011;Mediaanprijs huizen;2011;Alle huizen;180000,0
Ieper;33011;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;165000,0
Ieper;33011;Mediaanprijs huizen;2011;Open bebouwing;260000,0
Ieper;33011;Mediaanprijs huizen;2012;Alle huizen;180000,0
Ieper;33011;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;175000,0
Ieper;33011;Mediaanprijs huizen;2012;Open bebouwing;245000,0
Ieper;33011;Mediaanprijs huizen;2013;Alle huizen;185000,0
Ieper;33011;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;165000,0
Ieper;33011;Mediaanprijs huizen;2013;Open bebouwing;274386,0
Ieper;33011;Mediaanprijs huizen;2014;Alle huizen;185000,0
Ieper;33011;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;168000,0
Ieper;33011;Mediaanprijs huizen;2014;Open bebouwing;285000,0
Ieper;33011;Mediaanprijs huizen;2015;Alle huizen;178000,0
Ieper;33011;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;160000,0
Ieper;33011;Mediaanprijs huizen;2015;Open bebouwing;298500,0
Ieper;33011;Mediaanprijs huizen;2016;Alle huizen;198000,0
Ieper;33011;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;185000,0
Ieper;33011;Mediaanprijs huizen;2016;Open bebouwing;295000,0
Ieper;33011;Mediaanprijs huizen;2017;Alle huizen;215000,0
Ieper;33011;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;191000,0
Ieper;33011;Mediaanprijs huizen;2017;Open bebouwing;308709,0
Ieper;33011;Mediaanprijs huizen;2018;Alle huizen;220000,0
Ieper;33011;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;200000,0
Ieper;33011;Mediaanprijs huizen;2018;Open bebouwing;300000,0
Ieper;33011;Mediaanprijs huizen;2019;Alle huizen;230000,0
Ieper;33011;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;199500,0
Ieper;33011;Mediaanprijs huizen;2019;Open bebouwing;325000,0
Ieper;33011;Mediaanprijs huizen;2020;Alle huizen;226000,0
Ieper;33011;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;198250,0
Ieper;33011;Mediaanprijs huizen;2020;Open bebouwing;316250,0
Ieper;33011;Mediaanprijs huizen;2021;Alle huizen;247395,0
Ieper;33011;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;225000,0
Ieper;33011;Mediaanprijs huizen;2021;Open bebouwing;341250,0
Ieper;33011;Mediaanprijs huizen;2022;Alle huizen;269000,0
Ieper;33011;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;237875,0
Ieper;33011;Mediaanprijs huizen;2022;Open bebouwing;374500,0
Ieper;33011;Mediaanprijs huizen;2023;Alle huizen;260000,0
Ieper;33011;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;235500,0
Ieper;33011;Mediaanprijs huizen;2023;Open bebouwing;371500,0
Ieper;33011;Mediaanprijs huizen;2024;Alle huizen;265000,0
Ieper;33011;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;246250,0
Ieper;33011;Mediaanprijs huizen;2024;Open bebouwing;370000,0
Ieper;33011;Mediaanprijs huizen;2025;Alle huizen;285000,0
Ieper;33011;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;255000,0
Ieper;33011;Mediaanprijs huizen;2025;Open bebouwing;380000,0
Mesen;33016;Mediaanprijs huizen;2010;Alle huizen;100000,0
Mesen;33016;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;101250,0
Mesen;33016;Mediaanprijs huizen;2010;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2011;Alle huizen;129000,0
Mesen;33016;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2011;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2012;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2012;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2013;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2013;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2014;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2014;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2015;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2015;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2016;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2016;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2017;Alle huizen;88500,0
Mesen;33016;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2017;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2018;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2018;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2019;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2019;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2020;Alle huizen;88000,0
Mesen;33016;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;87000,0
Mesen;33016;Mediaanprijs huizen;2020;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2021;Alle huizen;152500,0
Mesen;33016;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;152500,0
Mesen;33016;Mediaanprijs huizen;2021;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2022;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2022;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2023;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2023;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2024;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2024;Open bebouwing;
Mesen;33016;Mediaanprijs huizen;2025;Alle huizen;
Mesen;33016;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;
Mesen;33016;Mediaanprijs huizen;2025;Open bebouwing;
Poperinge;33021;Mediaanprijs huizen;2010;Alle huizen;144500,0
Poperinge;33021;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;125000,0
Poperinge;33021;Mediaanprijs huizen;2010;Open bebouwing;200000,0
Poperinge;33021;Mediaanprijs huizen;2011;Alle huizen;155000,0
Poperinge;33021;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;127500,0
Poperinge;33021;Mediaanprijs huizen;2011;Open bebouwing;242500,0
Poperinge;33021;Mediaanprijs huizen;2012;Alle huizen;150000,0
Poperinge;33021;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;140000,0
Poperinge;33021;Mediaanprijs huizen;2012;Open bebouwing;218750,0
Poperinge;33021;Mediaanprijs huizen;2013;Alle huizen;156000,0
Poperinge;33021;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;140000,0
Poperinge;33021;Mediaanprijs huizen;2013;Open bebouwing;250000,0
Poperinge;33021;Mediaanprijs huizen;2014;Alle huizen;174263,0
Poperinge;33021;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;152000,0
Poperinge;33021;Mediaanprijs huizen;2014;Open bebouwing;257500,0
Poperinge;33021;Mediaanprijs huizen;2015;Alle huizen;180000,0
Poperinge;33021;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;170000,0
Poperinge;33021;Mediaanprijs huizen;2015;Open bebouwing;300000,0
Poperinge;33021;Mediaanprijs huizen;2016;Alle huizen;180000,0
Poperinge;33021;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;164000,0
Poperinge;33021;Mediaanprijs huizen;2016;Open bebouwing;225000,0
Poperinge;33021;Mediaanprijs huizen;2017;Alle huizen;170000,0
Poperinge;33021;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;152500,0
Poperinge;33021;Mediaanprijs huizen;2017;Open bebouwing;265500,0
Poperinge;33021;Mediaanprijs huizen;2018;Alle huizen;189850,0
Poperinge;33021;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;175000,0
Poperinge;33021;Mediaanprijs huizen;2018;Open bebouwing;307300,0
Poperinge;33021;Mediaanprijs huizen;2019;Alle huizen;198500,0
Poperinge;33021;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;180000,0
Poperinge;33021;Mediaanprijs huizen;2019;Open bebouwing;285000,0
Poperinge;33021;Mediaanprijs huizen;2020;Alle huizen;196750,0
Poperinge;33021;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;175000,0
Poperinge;33021;Mediaanprijs huizen;2020;Open bebouwing;294500,0
Poperinge;33021;Mediaanprijs huizen;2021;Alle huizen;210000,0
Poperinge;33021;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;183000,0
Poperinge;33021;Mediaanprijs huizen;2021;Open bebouwing;300000,0
Poperinge;33021;Mediaanprijs huizen;2022;Alle huizen;217000,0
Poperinge;33021;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;196500,0
Poperinge;33021;Mediaanprijs huizen;2022;Open bebouwing;330000,0
Poperinge;33021;Mediaanprijs huizen;2023;Alle huizen;250000,0
Poperinge;33021;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;227000,0
Poperinge;33021;Mediaanprijs huizen;2023;Open bebouwing;345000,0
Poperinge;33021;Mediaanprijs huizen;2024;Alle huizen;233500,0
Poperinge;33021;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;210000,0
Poperinge;33021;Mediaanprijs huizen;2024;Open bebouwing;325000,0
Poperinge;33021;Mediaanprijs huizen;2025;Alle huizen;235000,0
Poperinge;33021;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;205000,0
Poperinge;33021;Mediaanprijs huizen;2025;Open bebouwing;370000,0
Wervik;33029;Mediaanprijs huizen;2010;Alle huizen;139250,0
Wervik;33029;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;125000,0
Wervik;33029;Mediaanprijs huizen;2010;Open bebouwing;239500,0
Wervik;33029;Mediaanprijs huizen;2011;Alle huizen;148250,0
Wervik;33029;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;145000,0
Wervik;33029;Mediaanprijs huizen;2011;Open bebouwing;225000,0
Wervik;33029;Mediaanprijs huizen;2012;Alle huizen;144500,0
Wervik;33029;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;140250,0
Wervik;33029;Mediaanprijs huizen;2012;Open bebouwing;232500,0
Wervik;33029;Mediaanprijs huizen;2013;Alle huizen;150000,0
Wervik;33029;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;145875,0
Wervik;33029;Mediaanprijs huizen;2013;Open bebouwing;257500,0
Wervik;33029;Mediaanprijs huizen;2014;Alle huizen;150000,0
Wervik;33029;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;137500,0
Wervik;33029;Mediaanprijs huizen;2014;Open bebouwing;246000,0
Wervik;33029;Mediaanprijs huizen;2015;Alle huizen;150000,0
Wervik;33029;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;137000,0
Wervik;33029;Mediaanprijs huizen;2015;Open bebouwing;235000,0
Wervik;33029;Mediaanprijs huizen;2016;Alle huizen;148000,0
Wervik;33029;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;140000,0
Wervik;33029;Mediaanprijs huizen;2016;Open bebouwing;
Wervik;33029;Mediaanprijs huizen;2017;Alle huizen;170000,0
Wervik;33029;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;147000,0
Wervik;33029;Mediaanprijs huizen;2017;Open bebouwing;300000,0
Wervik;33029;Mediaanprijs huizen;2018;Alle huizen;170000,0
Wervik;33029;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;162250,0
Wervik;33029;Mediaanprijs huizen;2018;Open bebouwing;302500,0
Wervik;33029;Mediaanprijs huizen;2019;Alle huizen;176000,0
Wervik;33029;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;165000,0
Wervik;33029;Mediaanprijs huizen;2019;Open bebouwing;320000,0
Wervik;33029;Mediaanprijs huizen;2020;Alle huizen;178000,0
Wervik;33029;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;165000,0
Wervik;33029;Mediaanprijs huizen;2020;Open bebouwing;290000,0
Wervik;33029;Mediaanprijs huizen;2021;Alle huizen;189000,0
Wervik;33029;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;179500,0
Wervik;33029;Mediaanprijs huizen;2021;Open bebouwing;363500,0
Wervik;33029;Mediaanprijs huizen;2022;Alle huizen;190000,0
Wervik;33029;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;188250,0
Wervik;33029;Mediaanprijs huizen;2022;Open bebouwing;323000,0
Wervik;33029;Mediaanprijs huizen;2023;Alle huizen;215000,0
Wervik;33029;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;199000,0
Wervik;33029;Mediaanprijs huizen;2023;Open bebouwing;310000,0
Wervik;33029;Mediaanprijs huizen;2024;Alle huizen;212500,0
Wervik;33029;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;190000,0
Wervik;33029;Mediaanprijs huizen;2024;Open bebouwing;335000,0
Wervik;33029;Mediaanprijs huizen;2025;Alle huizen;220000,0
Wervik;33029;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;195000,0
Wervik;33029;Mediaanprijs huizen;2025;Open bebouwing;400000,0
Zonnebeke;33037;Mediaanprijs huizen;2010;Alle huizen;175000,0
Zonnebeke;33037;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;160000,0
Zonnebeke;33037;Mediaanprijs huizen;2010;Open bebouwing;213000,0
Zonnebeke;33037;Mediaanprijs huizen;2011;Alle huizen;172500,0
Zonnebeke;33037;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;157500,0
Zonnebeke;33037;Mediaanprijs huizen;2011;Open bebouwing;225000,0
Zonnebeke;33037;Mediaanprijs huizen;2012;Alle huizen;185000,0
Zonnebeke;33037;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;180000,0
Zonnebeke;33037;Mediaanprijs huizen;2012;Open bebouwing;200000,0
Zonnebeke;33037;Mediaanprijs huizen;2013;Alle huizen;195000,0
Zonnebeke;33037;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;176500,0
Zonnebeke;33037;Mediaanprijs huizen;2013;Open bebouwing;266000,0
Zonnebeke;33037;Mediaanprijs huizen;2014;Alle huizen;205000,0
Zonnebeke;33037;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;180000,0
Zonnebeke;33037;Mediaanprijs huizen;2014;Open bebouwing;240000,0
Zonnebeke;33037;Mediaanprijs huizen;2015;Alle huizen;200000,0
Zonnebeke;33037;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;175000,0
Zonnebeke;33037;Mediaanprijs huizen;2015;Open bebouwing;255000,0
Zonnebeke;33037;Mediaanprijs huizen;2016;Alle huizen;210000,0
Zonnebeke;33037;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;190000,0
Zonnebeke;33037;Mediaanprijs huizen;2016;Open bebouwing;262500,0
Zonnebeke;33037;Mediaanprijs huizen;2017;Alle huizen;212000,0
Zonnebeke;33037;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;177500,0
Zonnebeke;33037;Mediaanprijs huizen;2017;Open bebouwing;265000,0
Zonnebeke;33037;Mediaanprijs huizen;2018;Alle huizen;201000,0
Zonnebeke;33037;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;199500,0
Zonnebeke;33037;Mediaanprijs huizen;2018;Open bebouwing;220000,0
Zonnebeke;33037;Mediaanprijs huizen;2019;Alle huizen;225000,0
Zonnebeke;33037;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;200000,0
Zonnebeke;33037;Mediaanprijs huizen;2019;Open bebouwing;272500,0
Zonnebeke;33037;Mediaanprijs huizen;2020;Alle huizen;249000,0
Zonnebeke;33037;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;235500,0
Zonnebeke;33037;Mediaanprijs huizen;2020;Open bebouwing;300000,0
Zonnebeke;33037;Mediaanprijs huizen;2021;Alle huizen;236500,0
Zonnebeke;33037;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;215000,0
Zonnebeke;33037;Mediaanprijs huizen;2021;Open bebouwing;305000,0
Zonnebeke;33037;Mediaanprijs huizen;2022;Alle huizen;265000,0
Zonnebeke;33037;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;225000,0
Zonnebeke;33037;Mediaanprijs huizen;2022;Open bebouwing;340000,0
Zonnebeke;33037;Mediaanprijs huizen;2023;Alle huizen;292500,0
Zonnebeke;33037;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;257500,0
Zonnebeke;33037;Mediaanprijs huizen;2023;Open bebouwing;337425,0
Zonnebeke;33037;Mediaanprijs huizen;2024;Alle huizen;286000,0
Zonnebeke;33037;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;269000,0
Zonnebeke;33037;Mediaanprijs huizen;2024;Open bebouwing;355000,0
Zonnebeke;33037;Mediaanprijs huizen;2025;Alle huizen;242500,0
Zonnebeke;33037;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;220000,0
Zonnebeke;33037;Mediaanprijs huizen;2025;Open bebouwing;289000,0
Heuvelland;33039;Mediaanprijs huizen;2010;Alle huizen;122000,0
Heuvelland;33039;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;97000,0
Heuvelland;33039;Mediaanprijs huizen;2010;Open bebouwing;162500,0
Heuvelland;33039;Mediaanprijs huizen;2011;Alle huizen;160000,0
Heuvelland;33039;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;150000,0
Heuvelland;33039;Mediaanprijs huizen;2011;Open bebouwing;190000,0
Heuvelland;33039;Mediaanprijs huizen;2012;Alle huizen;170000,0
Heuvelland;33039;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;152000,0
Heuvelland;33039;Mediaanprijs huizen;2012;Open bebouwing;224500,0
Heuvelland;33039;Mediaanprijs huizen;2013;Alle huizen;140000,0
Heuvelland;33039;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;125000,0
Heuvelland;33039;Mediaanprijs huizen;2013;Open bebouwing;200000,0
Heuvelland;33039;Mediaanprijs huizen;2014;Alle huizen;175000,0
Heuvelland;33039;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;133000,0
Heuvelland;33039;Mediaanprijs huizen;2014;Open bebouwing;255000,0
Heuvelland;33039;Mediaanprijs huizen;2015;Alle huizen;157500,0
Heuvelland;33039;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;130000,0
Heuvelland;33039;Mediaanprijs huizen;2015;Open bebouwing;252000,0
Heuvelland;33039;Mediaanprijs huizen;2016;Alle huizen;141250,0
Heuvelland;33039;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;
Heuvelland;33039;Mediaanprijs huizen;2016;Open bebouwing;
Heuvelland;33039;Mediaanprijs huizen;2017;Alle huizen;182000,0
Heuvelland;33039;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;170000,0
Heuvelland;33039;Mediaanprijs huizen;2017;Open bebouwing;225000,0
Heuvelland;33039;Mediaanprijs huizen;2018;Alle huizen;195000,0
Heuvelland;33039;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;160000,0
Heuvelland;33039;Mediaanprijs huizen;2018;Open bebouwing;241500,0
Heuvelland;33039;Mediaanprijs huizen;2019;Alle huizen;199000,0
Heuvelland;33039;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;160000,0
Heuvelland;33039;Mediaanprijs huizen;2019;Open bebouwing;247500,0
Heuvelland;33039;Mediaanprijs huizen;2020;Alle huizen;175000,0
Heuvelland;33039;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;167000,0
Heuvelland;33039;Mediaanprijs huizen;2020;Open bebouwing;236000,0
Heuvelland;33039;Mediaanprijs huizen;2021;Alle huizen;209750,0
Heuvelland;33039;Mediaanprijs huizen;2021;Gesloten/halfopen bebouwing;195000,0
Heuvelland;33039;Mediaanprijs huizen;2021;Open bebouwing;234000,0
Heuvelland;33039;Mediaanprijs huizen;2022;Alle huizen;230000,0
Heuvelland;33039;Mediaanprijs huizen;2022;Gesloten/halfopen bebouwing;186000,0
Heuvelland;33039;Mediaanprijs huizen;2022;Open bebouwing;315000,0
Heuvelland;33039;Mediaanprijs huizen;2023;Alle huizen;281000,0
Heuvelland;33039;Mediaanprijs huizen;2023;Gesloten/halfopen bebouwing;265000,0
Heuvelland;33039;Mediaanprijs huizen;2023;Open bebouwing;306500,0
Heuvelland;33039;Mediaanprijs huizen;2024;Alle huizen;210000,0
Heuvelland;33039;Mediaanprijs huizen;2024;Gesloten/halfopen bebouwing;161000,0
Heuvelland;33039;Mediaanprijs huizen;2024;Open bebouwing;260000,0
Heuvelland;33039;Mediaanprijs huizen;2025;Alle huizen;225000,0
Heuvelland;33039;Mediaanprijs huizen;2025;Gesloten/halfopen bebouwing;213750,0
Heuvelland;33039;Mediaanprijs huizen;2025;Open bebouwing;282000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2010;Alle huizen;159336,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2010;Gesloten/halfopen bebouwing;148736,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2010;Open bebouwing;269500,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2011;Alle huizen;175000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2011;Gesloten/halfopen bebouwing;172750,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2011;Open bebouwing;237500,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2012;Alle huizen;160000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2012;Gesloten/halfopen bebouwing;149750,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2012;Open bebouwing;
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2013;Alle huizen;192000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2013;Gesloten/halfopen bebouwing;175000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2013;Open bebouwing;295410,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2014;Alle huizen;200000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2014;Gesloten/halfopen bebouwing;168000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2014;Open bebouwing;256250,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2015;Alle huizen;190000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2015;Gesloten/halfopen bebouwing;165000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2015;Open bebouwing;
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2016;Alle huizen;205000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2016;Gesloten/halfopen bebouwing;192500,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2016;Open bebouwing;220735,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2017;Alle huizen;215000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2017;Gesloten/halfopen bebouwing;180000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2017;Open bebouwing;276500,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2018;Alle huizen;210000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2018;Gesloten/halfopen bebouwing;196500,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2018;Open bebouwing;307000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2019;Alle huizen;220000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2019;Gesloten/halfopen bebouwing;178000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2019;Open bebouwing;287000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2020;Alle huizen;249500,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2020;Gesloten/halfopen bebouwing;212500,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2020;Open bebouwing;300000,0
Langemark-Poelkapelle;33040;Mediaanprijs huizen;2021;Alle huizen;229500,0
